card_id,prm,benchmark,problem_id,annotator_1_raw,annotator_2_raw,annotator_3_raw,annotator_1_source,annotator_2_source,annotator_3_source,product_votes,native_votes,no_preference_votes,missing_or_other_votes,majority_vote
NP_0217,internlm2_7b_reward,math500,math500_355,B,B,B,native,native,native,0,3,0,0,native
NP_0218,internlm2_7b_reward,math500,math500_094,A,No preference,A,product,no_preference,product,2,0,1,0,product
NP_0219,internlm2_7b_reward,math500,math500_077,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0220,internlm2_7b_reward,math500,math500_380,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0221,internlm2_7b_reward,math500,math500_292,B,B,B,native,native,native,0,3,0,0,native
NP_0222,internlm2_7b_reward,math500,math500_405,A,No preference,A,product,no_preference,product,2,0,1,0,product
NP_0223,internlm2_7b_reward,math500,math500_369,No preference,A,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0224,internlm2_7b_reward,math500,math500_220,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0225,internlm2_7b_reward,math500,math500_252,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0226,internlm2_7b_reward,math500,math500_090,B,A,No preference,product,native,no_preference,1,1,1,0,split
NP_0227,internlm2_7b_reward,math500,math500_286,A,B,A,product,native,product,2,1,0,0,product
NP_0228,internlm2_7b_reward,math500,math500_282,B,No preference,B,native,no_preference,native,0,2,1,0,native
NP_0229,internlm2_7b_reward,math500,math500_262,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0230,internlm2_7b_reward,math500,math500_425,A,No preference,A,native,no_preference,native,0,2,1,0,native
NP_0231,internlm2_7b_reward,math500,math500_278,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0232,internlm2_7b_reward,math500,math500_161,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0233,internlm2_7b_reward,math500,math500_038,No preference,A,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0234,internlm2_7b_reward,math500,math500_074,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0235,internlm2_7b_reward,math500,math500_464,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0236,internlm2_7b_reward,math500,math500_245,A,A,A,product,product,product,3,0,0,0,product
NP_0237,internlm2_7b_reward,math500,math500_136,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0238,internlm2_7b_reward,math500,math500_454,A,A,A,product,product,product,3,0,0,0,product
NP_0239,internlm2_7b_reward,math500,math500_497,B,A,B,native,product,native,1,2,0,0,native
NP_0240,internlm2_7b_reward,math500,math500_189,B,No preference,B,product,no_preference,product,2,0,1,0,product
NP_0241,internlm2_7b_reward,math500,math500_018,A,A,A,native,native,native,0,3,0,0,native
NP_0242,internlm2_7b_reward,math500,math500_244,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0243,internlm2_7b_reward,math500,math500_191,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0244,internlm2_7b_reward,math500,math500_460,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0245,internlm2_7b_reward,math500,math500_006,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0246,internlm2_7b_reward,math500,math500_329,No preference,A,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0247,internlm2_7b_reward,math500,math500_408,A,No preference,A,product,no_preference,product,2,0,1,0,product
NP_0248,internlm2_7b_reward,math500,math500_283,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0249,internlm2_7b_reward,math500,math500_303,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0250,internlm2_7b_reward,math500,math500_314,No preference,A,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0251,internlm2_7b_reward,math500,math500_324,B,A,B,native,product,native,1,2,0,0,native
NP_0252,internlm2_7b_reward,math500,math500_349,B,No preference,B,native,no_preference,native,0,2,1,0,native
NP_0253,internlm2_7b_reward,math500,math500_431,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0254,internlm2_7b_reward,math500,math500_362,No preference,A,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0255,internlm2_7b_reward,math500,math500_057,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0256,internlm2_7b_reward,math500,math500_298,B,No preference,No preference,native,no_preference,no_preference,0,1,2,0,no_preference
NP_0257,internlm2_7b_reward,math500,math500_449,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0258,internlm2_7b_reward,math500,math500_064,A,B,A,native,product,native,1,2,0,0,native
NP_0259,internlm2_7b_reward,math500,math500_134,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0260,internlm2_7b_reward,math500,math500_249,A,No preference,A,product,no_preference,product,2,0,1,0,product
NP_0261,internlm2_7b_reward,math500,math500_444,A,No preference,No preference,native,no_preference,no_preference,0,1,2,0,no_preference
NP_0262,internlm2_7b_reward,math500,math500_185,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0263,internlm2_7b_reward,math500,math500_168,No preference,A,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0264,internlm2_7b_reward,math500,math500_002,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0265,internlm2_7b_reward,math500,math500_284,B,No preference,B,native,no_preference,native,0,2,1,0,native
NP_0266,internlm2_7b_reward,math500,math500_203,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0267,internlm2_7b_reward,math500,math500_273,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0268,internlm2_7b_reward,math500,math500_228,A,No preference,B,product,no_preference,native,1,1,1,0,split
NP_0269,internlm2_7b_reward,math500,math500_264,B,No preference,B,native,no_preference,native,0,2,1,0,native
NP_0270,internlm2_7b_reward,math500,math500_354,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0271,internlm2_7b_reward,math500,math500_148,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0272,internlm2_7b_reward,math500,math500_004,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0273,internlm2_7b_reward,math500,math500_473,B,B,B,native,native,native,0,3,0,0,native
NP_0274,internlm2_7b_reward,math500,math500_033,A,No preference,A,native,no_preference,native,0,2,1,0,native
NP_0275,internlm2_7b_reward,math500,math500_475,B,B,B,native,native,native,0,3,0,0,native
NP_0276,internlm2_7b_reward,math500,math500_139,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0277,internlm2_7b_reward,math500,math500_333,A,A,A,native,native,native,0,3,0,0,native
NP_0278,internlm2_7b_reward,math500,math500_396,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0279,internlm2_7b_reward,math500,math500_254,No preference,A,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0280,internlm2_7b_reward,math500,math500_463,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0281,qwen_prm,gsm8k,gsm8k_383,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0282,qwen_prm,gsm8k,gsm8k_336,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0283,qwen_prm,gsm8k,gsm8k_395,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0284,qwen_prm,gsm8k,gsm8k_218,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0285,qwen_prm,gsm8k,gsm8k_016,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0286,qwen_prm,gsm8k,gsm8k_214,No preference,A,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0287,qwen_prm,gsm8k,gsm8k_143,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0288,qwen_prm,gsm8k,gsm8k_362,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0289,qwen_prm,gsm8k,gsm8k_096,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0290,qwen_prm,gsm8k,gsm8k_076,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0291,qwen_prm,gsm8k,gsm8k_447,No preference,A,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0292,qwen_prm,gsm8k,gsm8k_359,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0293,qwen_prm,gsm8k,gsm8k_105,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0294,qwen_prm,gsm8k,gsm8k_161,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0295,qwen_prm,gsm8k,gsm8k_191,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0296,qwen_prm,gsm8k,gsm8k_320,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0297,qwen_prm,gsm8k,gsm8k_026,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0298,qwen_prm,gsm8k,gsm8k_206,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0299,qwen_prm,gsm8k,gsm8k_491,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0300,qwen_prm,gsm8k,gsm8k_456,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0301,qwen_prm,gsm8k,gsm8k_356,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0302,qwen_prm,gsm8k,gsm8k_257,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0303,qwen_prm,gsm8k,gsm8k_224,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0304,qwen_prm,gsm8k,gsm8k_008,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0305,qwen_prm,gsm8k,gsm8k_170,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0306,qwen_prm,gsm8k,gsm8k_242,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0307,qwen_prm,gsm8k,gsm8k_315,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0308,qwen_prm,gsm8k,gsm8k_241,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0309,qwen_prm,gsm8k,gsm8k_025,No preference,A,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0310,qwen_prm,gsm8k,gsm8k_005,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0311,qwen_prm,gsm8k,gsm8k_339,No preference,A,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0312,qwen_prm,gsm8k,gsm8k_068,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0313,qwen_prm,gsm8k,gsm8k_282,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0314,qwen_prm,gsm8k,gsm8k_099,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0315,qwen_prm,gsm8k,gsm8k_247,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0316,qwen_prm,gsm8k,gsm8k_055,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0317,qwen_prm,gsm8k,gsm8k_342,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0318,qwen_prm,gsm8k,gsm8k_244,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0319,qwen_prm,gsm8k,gsm8k_390,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0320,qwen_prm,gsm8k,gsm8k_235,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0321,qwen_prm,gsm8k,gsm8k_004,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0322,qwen_prm,gsm8k,gsm8k_220,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0323,qwen_prm,gsm8k,gsm8k_134,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0324,qwen_prm,gsm8k,gsm8k_138,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0325,qwen_prm,gsm8k,gsm8k_222,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0326,qwen_prm,gsm8k,gsm8k_071,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0327,qwen_prm,gsm8k,gsm8k_283,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0328,qwen_prm,gsm8k,gsm8k_053,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0329,qwen_prm,gsm8k,gsm8k_436,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0330,qwen_prm,gsm8k,gsm8k_248,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0331,qwen_prm,gsm8k,gsm8k_293,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0332,qwen_prm,gsm8k,gsm8k_057,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0333,qwen_prm,gsm8k,gsm8k_229,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0334,qwen_prm,gsm8k,gsm8k_424,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0335,qwen_prm,gsm8k,gsm8k_159,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0336,qwen_prm,gsm8k,gsm8k_263,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0337,qwen_prm,gsm8k,gsm8k_296,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0338,qwen_prm,gsm8k,gsm8k_049,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0339,qwen_prm,gsm8k,gsm8k_313,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0340,qwen_prm,gsm8k,gsm8k_175,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0341,qwen_prm,gsm8k,gsm8k_137,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0342,qwen_prm,gsm8k,gsm8k_401,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0343,qwen_prm,gsm8k,gsm8k_284,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0344,qwen_prm,gsm8k,gsm8k_499,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0345,qwen_prm,gsm8k,gsm8k_009,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0346,qwen_prm,gsm8k,gsm8k_268,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0347,qwen_prm,gsm8k,gsm8k_276,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0348,qwen_prm,gsm8k,gsm8k_067,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0349,qwen_prm,gsm8k,gsm8k_093,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0350,qwen_prm,gsm8k,gsm8k_203,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0351,qwen_prm,math500,math500_023,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0352,qwen_prm,math500,math500_264,A,No preference,A,product,no_preference,product,2,0,1,0,product
NP_0353,qwen_prm,math500,math500_294,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0354,qwen_prm,math500,math500_007,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0355,qwen_prm,math500,math500_376,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0356,qwen_prm,math500,math500_268,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0357,qwen_prm,math500,math500_290,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0358,qwen_prm,math500,math500_148,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0359,qwen_prm,math500,math500_386,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0360,qwen_prm,math500,math500_003,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0361,qwen_prm,math500,math500_316,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0362,qwen_prm,math500,math500_380,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0363,qwen_prm,math500,math500_266,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0364,qwen_prm,math500,math500_353,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0365,qwen_prm,math500,math500_357,No preference,A,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0366,qwen_prm,math500,math500_199,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0367,qwen_prm,math500,math500_196,No preference,A,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0368,qwen_prm,math500,math500_473,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0369,qwen_prm,math500,math500_479,No preference,A,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0370,qwen_prm,math500,math500_114,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0371,qwen_prm,math500,math500_025,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0372,qwen_prm,math500,math500_205,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0373,qwen_prm,math500,math500_016,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0374,qwen_prm,math500,math500_289,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0375,qwen_prm,math500,math500_406,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0376,qwen_prm,math500,math500_091,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0377,qwen_prm,math500,math500_075,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0378,qwen_prm,math500,math500_482,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0379,qwen_prm,math500,math500_131,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0380,qwen_prm,math500,math500_253,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0381,qwen_prm,math500,math500_405,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0382,qwen_prm,math500,math500_457,No preference,A,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0383,qwen_prm,math500,math500_467,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0384,qwen_prm,math500,math500_055,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0385,qwen_prm,math500,math500_066,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0386,qwen_prm,math500,math500_466,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0387,qwen_prm,math500,math500_472,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0388,qwen_prm,math500,math500_323,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0389,qwen_prm,math500,math500_320,No preference,A,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0390,qwen_prm,math500,math500_262,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0391,qwen_prm,math500,math500_200,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0392,qwen_prm,math500,math500_494,A,No preference,No preference,product,no_preference,no_preference,1,0,2,0,no_preference
NP_0393,qwen_prm,math500,math500_341,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0394,qwen_prm,math500,math500_017,A,No preference,A,product,no_preference,product,2,0,1,0,product
NP_0395,qwen_prm,math500,math500_429,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0396,qwen_prm,math500,math500_235,No preference,A,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0397,qwen_prm,math500,math500_306,A,A,A,product,product,product,3,0,0,0,product
NP_0398,qwen_prm,math500,math500_035,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0399,qwen_prm,math500,math500_069,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0400,qwen_prm,math500,math500_394,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0401,qwen_prm,math500,math500_260,No preference,A,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0402,qwen_prm,math500,math500_074,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0403,qwen_prm,math500,math500_186,No preference,A,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0404,qwen_prm,math500,math500_288,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0405,qwen_prm,math500,math500_024,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0406,qwen_prm,math500,math500_382,No preference,A,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0407,qwen_prm,math500,math500_067,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0408,qwen_prm,math500,math500_303,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0409,qwen_prm,math500,math500_136,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0410,qwen_prm,math500,math500_058,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0411,qwen_prm,math500,math500_214,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0412,qwen_prm,math500,math500_230,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0413,qwen_prm,math500,math500_313,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0414,qwen_prm,math500,math500_047,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0415,qwen_prm,math500,math500_012,No preference,B,No preference,no_preference,native,no_preference,0,1,2,0,no_preference
NP_0416,qwen_prm,math500,math500_331,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0417,qwen_prm,math500,math500_321,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
NP_0418,qwen_prm,math500,math500_403,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0419,qwen_prm,math500,math500_197,No preference,B,No preference,no_preference,product,no_preference,1,0,2,0,no_preference
NP_0420,qwen_prm,math500,math500_142,No preference,No preference,No preference,no_preference,no_preference,no_preference,0,0,3,0,no_preference
