prm,benchmark,card_id,product_steps,gm_steps,step_delta,product_correct,gm_correct
skywork_prm,gsm8k,gsm8k_skywork_prm_096,2,5,-3,True,True
skywork_prm,gsm8k,gsm8k_skywork_prm_097,3,16,-13,True,True
skywork_prm,gsm8k,gsm8k_skywork_prm_098,4,5,-1,True,True
skywork_prm,gsm8k,gsm8k_skywork_prm_099,2,3,-1,True,True
skywork_prm,gsm8k,gsm8k_skywork_prm_100,3,4,-1,True,True
skywork_prm,math500,math500_skywork_prm_001,6,7,-1,True,True
skywork_prm,math500,math500_skywork_prm_002,5,11,-6,True,True
skywork_prm,math500,math500_skywork_prm_003,4,5,-1,True,True
skywork_prm,math500,math500_skywork_prm_004,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_005,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_006,7,8,-1,True,True
skywork_prm,math500,math500_skywork_prm_007,2,11,-9,True,True
skywork_prm,math500,math500_skywork_prm_008,6,11,-5,True,True
skywork_prm,math500,math500_skywork_prm_009,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_010,2,23,-21,True,True
skywork_prm,math500,math500_skywork_prm_011,2,6,-4,True,True
skywork_prm,math500,math500_skywork_prm_012,3,19,-16,True,True
skywork_prm,math500,math500_skywork_prm_013,3,14,-11,True,True
skywork_prm,math500,math500_skywork_prm_014,2,12,-10,True,False
skywork_prm,math500,math500_skywork_prm_015,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_016,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_017,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_018,4,12,-8,True,True
skywork_prm,math500,math500_skywork_prm_019,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_020,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_021,3,34,-31,True,True
skywork_prm,math500,math500_skywork_prm_022,11,14,-3,True,True
skywork_prm,math500,math500_skywork_prm_023,4,5,-1,True,True
skywork_prm,math500,math500_skywork_prm_024,4,9,-5,True,True
skywork_prm,math500,math500_skywork_prm_025,2,7,-5,True,True
skywork_prm,math500,math500_skywork_prm_026,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_027,5,8,-3,True,True
skywork_prm,math500,math500_skywork_prm_028,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_029,3,14,-11,True,True
skywork_prm,math500,math500_skywork_prm_030,3,18,-15,True,True
skywork_prm,math500,math500_skywork_prm_031,5,8,-3,True,True
skywork_prm,math500,math500_skywork_prm_032,2,8,-6,True,True
skywork_prm,math500,math500_skywork_prm_033,2,4,-2,True,True
skywork_prm,math500,math500_skywork_prm_034,2,4,-2,True,True
skywork_prm,math500,math500_skywork_prm_035,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_036,3,5,-2,True,True
skywork_prm,math500,math500_skywork_prm_037,2,6,-4,True,True
skywork_prm,math500,math500_skywork_prm_038,4,8,-4,True,True
skywork_prm,math500,math500_skywork_prm_039,2,7,-5,True,True
skywork_prm,math500,math500_skywork_prm_040,2,11,-9,True,True
skywork_prm,math500,math500_skywork_prm_041,8,13,-5,True,False
skywork_prm,math500,math500_skywork_prm_042,3,6,-3,True,True
skywork_prm,math500,math500_skywork_prm_043,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_044,2,8,-6,True,True
skywork_prm,math500,math500_skywork_prm_045,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_046,3,8,-5,True,True
skywork_prm,math500,math500_skywork_prm_047,2,4,-2,True,True
skywork_prm,math500,math500_skywork_prm_048,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_049,4,5,-1,True,True
skywork_prm,math500,math500_skywork_prm_050,5,12,-7,True,True
skywork_prm,math500,math500_skywork_prm_051,2,6,-4,True,True
skywork_prm,math500,math500_skywork_prm_052,3,4,-1,True,True
skywork_prm,math500,math500_skywork_prm_053,11,24,-13,True,True
skywork_prm,math500,math500_skywork_prm_054,2,18,-16,True,True
skywork_prm,math500,math500_skywork_prm_055,2,15,-13,True,True
skywork_prm,math500,math500_skywork_prm_056,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_057,5,7,-2,True,True
skywork_prm,math500,math500_skywork_prm_058,4,8,-4,True,True
skywork_prm,math500,math500_skywork_prm_059,9,20,-11,True,True
skywork_prm,math500,math500_skywork_prm_060,2,8,-6,True,True
skywork_prm,math500,math500_skywork_prm_061,2,7,-5,True,True
skywork_prm,math500,math500_skywork_prm_062,3,4,-1,True,True
skywork_prm,math500,math500_skywork_prm_063,2,7,-5,True,True
skywork_prm,math500,math500_skywork_prm_064,2,10,-8,True,True
skywork_prm,math500,math500_skywork_prm_065,4,5,-1,True,True
skywork_prm,math500,math500_skywork_prm_066,2,3,-1,True,True
skywork_prm,math500,math500_skywork_prm_067,2,6,-4,True,True
skywork_prm,math500,math500_skywork_prm_068,8,9,-1,True,True
skywork_prm,math500,math500_skywork_prm_069,2,24,-22,True,True
skywork_prm,math500,math500_skywork_prm_070,2,4,-2,True,True
skywork_prm,math500,math500_skywork_prm_071,2,5,-3,True,True
skywork_prm,math500,math500_skywork_prm_072,2,5,-3,True,True
skywork_prm,math500,math500_skywork_prm_073,4,5,-1,True,True
